GMLID;LocalId;Namespace;Version;NatlStationCode;Name;Municipality;EUStationCode;ActivityBegin;ActivityEnd;Latitude;Longitude;SRSName;Altitude;AltitudeUnit;AreaClassification;BelongsTo
STA-FR07055;STA-FR07055;FR.LCSQA-INERIS.AQ;2;FR07055;Fay-sur-Lignon;FAY-SUR-LIGNON;FR07055;2016-01-01T00:00:00+01:00;2017-01-07T00:00:00+01:00;44.984444;4.2260833;urn:ogc:def:crs:EPSG::4326;1150;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR32001;STA-FR32001;FR.LCSQA-INERIS.AQ;2;FR32001;Chalon Centre Ville;CHALON-SUR-SA�NE;FR32001;1996-09-01T00:00:00+01:00;;46.78231;4.847322;urn:ogc:def:crs:EPSG::4326;177;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR076A
STA-FR19015;STA-FR19015;FR.LCSQA-INERIS.AQ;2;FR19015;Brest Pen ar Streat;BREST;FR19015;2009-01-19T00:00:00+01:00;2019-11-28T00:00:00+01:00;48.41193;-4.47506;urn:ogc:def:crs:EPSG::4326;72;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR072A
STA-FR35007;STA-FR35007;FR.LCSQA-INERIS.AQ;2;FR35007;PALAIS S/ V.- Garros;LE PALAIS-SUR-VIENNE;FR35007;1998-11-12T00:00:00+01:00;;45.87331;1.307916;urn:ogc:def:crs:EPSG::4326;333;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR21035;STA-FR21035;FR.LCSQA-INERIS.AQ;2;FR21035;cherbourg doumer;CHERBOURG-EN-COTENTIN;FR21035;2001-07-04T00:00:00+01:00;2021-12-16T00:00:00+01:00;49.63639;-1.626667;urn:ogc:def:crs:EPSG::4326;9;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR34063;STA-FR34063;FR.LCSQA-INERIS.AQ;1;FR34063;Blois_trafic;BLOIS;FR34063;2020-12-17T00:00:00+01:00;;47.586544;1.326533;urn:ogc:def:crs:EPSG::4326;88;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR32005;STA-FR32005;FR.LCSQA-INERIS.AQ;2;FR32005;Montceau-les-Mines 9me �cluse;MONTCEAU-LES-MINES;FR32005;1999-05-27T00:00:00+01:00;;46.678783;4.366893;urn:ogc:def:crs:EPSG::4326;281;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR076A
STA-FR18049;STA-FR18049;FR.LCSQA-INERIS.AQ;1;FR18049;Ville de Chauny;CHAUNY;FR18049;2008-01-01T00:00:00+01:00;2016-09-16T00:00:00+01:00;49.61311;3.223342;urn:ogc:def:crs:EPSG::4326;45;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR35003;STA-FR35003;FR.LCSQA-INERIS.AQ;2;FR35003;LIMOGES - Pr�sidial;LIMOGES;FR35003;1998-01-21T00:00:00+01:00;2019-01-17T00:00:00+01:00;45.8311;1.256875;urn:ogc:def:crs:EPSG::4326;288;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR04122;STA-FR04122;FR.LCSQA-INERIS.AQ;2;FR04122;RN6-MELUN;MELUN;FR04122;2008-10-30T00:00:00+01:00;;48.528057;2.653611;urn:ogc:def:crs:EPSG::4326;48;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR11007;STA-FR11007;FR.LCSQA-INERIS.AQ;2;FR11007;Lille Leeds;LILLE;FR11007;2016-06-15T00:00:00+01:00;2024-01-31T00:00:00+01:00;50.640793;3.074772;urn:ogc:def:crs:EPSG::4326;20;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR31031;STA-FR31031;FR.LCSQA-INERIS.AQ;2;FR31031;SAINT-SULPICE;SAINT-SULPICE-ET-CAMEYRAC;FR31031;2002-04-08T00:00:00+01:00;2019-01-17T00:00:00+01:00;44.913055;-0.384444;urn:ogc:def:crs:EPSG::4326;16;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR12085;STA-FR12085;FR.LCSQA-INERIS.AQ;2;FR12085;Toulouse Port de l'Embouchure;TOULOUSE;FR12085;2017-01-01T00:00:00+01:00;;43.610386;1.4152;urn:ogc:def:crs:EPSG::4326;147;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR34056;STA-FR34056;FR.LCSQA-INERIS.AQ;3;FR34056;Montierchaume;MONTIERCHAUME;FR34056;2012-10-02T00:00:00+01:00;;46.86453;1.771944;urn:ogc:def:crs:EPSG::4326;161;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR01016;STA-FR01016;FR.LCSQA-INERIS.AQ;2;FR01016;Atton;ATTON;FR01016;1990-07-01T00:00:00+01:00;;48.886387;6.093611;urn:ogc:def:crs:EPSG::4326;203;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR19008;STA-FR19008;FR.LCSQA-INERIS.AQ;3;FR19008;Serv Tech Guipry;GUIPRY-MESSAC;FR19008;2009-02-23T00:00:00+01:00;2019-12-20T00:00:00+01:00;47.83192;-1.83633;urn:ogc:def:crs:EPSG::4326;29;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-remote;FR.LCSQA-INERIS.AQ/NET-FR072A
STA-FR14031;STA-FR14031;FR.LCSQA-INERIS.AQ;2;FR14031;Troyes La Tour;TROYES;FR14031;1999-06-14T00:00:00+01:00;;48.301666;4.076944;urn:ogc:def:crs:EPSG::4326;109;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR12057;STA-FR12057;FR.LCSQA-INERIS.AQ;2;FR12057;PAMIERS;PAMIERS;FR12057;2015-01-09T00:00:00+01:00;2019-04-01T00:00:00+01:00;43.11442;1.622586;urn:ogc:def:crs:EPSG::4326;301;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR22005;STA-FR22005;FR.LCSQA-INERIS.AQ;2;FR22005;Puits 2(5);L'H�PITAL;FR22005;1982-01-01T00:00:00+01:00;2019-10-15T00:00:00+01:00;49.157528;6.744167;urn:ogc:def:crs:EPSG::4326;260;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR40008;STA-FR40008;FR.LCSQA-INERIS.AQ;2;FR40008;Caiena3;CAYENNE;FR40008;2015-01-27T00:00:00+01:00;;4.9378467;-52.32093;urn:ogc:def:crs:EPSG::4326;5;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR063A
STA-FR42011;STA-FR42011;FR.LCSQA-INERIS.AQ;1;FR42011;Haguenau-Place march� aux bestiaux;HAGUENAU;FR42011;2021-03-30T00:00:00+01:00;;48.81835;7.786409;urn:ogc:def:crs:EPSG::4326;143;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR35002;STA-FR35002;FR.LCSQA-INERIS.AQ;3;FR35002;ST JUNIEN - Fontaine;SAINT-JUNIEN;FR35002;1997-12-17T00:00:00+01:00;;45.88485;0.898431;urn:ogc:def:crs:EPSG::4326;227;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR04180;STA-FR04180;FR.LCSQA-INERIS.AQ;2;FR04180;RN20 - MONTLHERY;MONTLH�RY;FR04180;2014-12-06T00:00:00+01:00;;48.64093;2.26872;urn:ogc:def:crs:EPSG::4326;81;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR14011;STA-FR14011;FR.LCSQA-INERIS.AQ;2;FR14011;DOUMER;REIMS;FR14011;2013-01-11T00:00:00+01:00;;49.250732;4.023064;urn:ogc:def:crs:EPSG::4326;80;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR28010;STA-FR28010;FR.LCSQA-INERIS.AQ;2;FR28010;Harnes Serres;HARNES;FR28010;1992-10-02T00:00:00+01:00;;50.44914;2.9;urn:ogc:def:crs:EPSG::4326;31;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR34028;STA-FR34028;FR.LCSQA-INERIS.AQ;2;FR34028;Pompidou;TOURS;FR34028;2008-12-24T00:00:00+01:00;;47.394638;0.704861;urn:ogc:def:crs:EPSG::4326;51;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR30030;STA-FR30030;FR.LCSQA-INERIS.AQ;2;FR30030;Neuves-Maisons;NEUVES-MAISONS;FR30030;1998-02-02T00:00:00+01:00;;48.614914;6.107672;urn:ogc:def:crs:EPSG::4326;230;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR25053;STA-FR25053;FR.LCSQA-INERIS.AQ;1;FR25053;Rouen Proxi Quai de Paris;ROUEN;FR25053;2018-01-09T00:00:00+01:00;;49.4367;1.098838;urn:ogc:def:crs:EPSG::4326;9;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR07032;STA-FR07032;FR.LCSQA-INERIS.AQ;2;FR07032;Riom;RIOM;FR07032;2004-09-15T00:00:00+01:00;2019-01-03T00:00:00+01:00;45.894196;3.115056;urn:ogc:def:crs:EPSG::4326;350;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR18079;STA-FR18079;FR.LCSQA-INERIS.AQ;2;FR18079;TRAFIC AMIENS;AMIENS;FR18079;2012-01-01T00:00:00+01:00;;49.87722;2.2825;urn:ogc:def:crs:EPSG::4326;68;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR28024;STA-FR28024;FR.LCSQA-INERIS.AQ;1;FR28024;Estaires C.Sport;ESTAIRES;FR28024;2001-05-14T00:00:00+01:00;2013-04-19T00:00:00+01:00;50.642612;2.723889;urn:ogc:def:crs:EPSG::4326;20;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR40004;STA-FR40004;FR.LCSQA-INERIS.AQ;1;FR40004;Cayenne Stade nautique;CAYENNE;FR40004;2012-06-21T00:00:00+01:00;2014-11-19T00:00:00+01:00;4.932214;-52.310226;urn:ogc:def:crs:EPSG::4326;4;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR063A
STA-FR29439;STA-FR29439;FR.LCSQA-INERIS.AQ;2;FR29439;LA TALAUDIERE;LA TALAUDI�RE;FR29439;2010-01-21T00:00:00+01:00;;45.481777;4.429667;urn:ogc:def:crs:EPSG::4326;520;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR82001;STA-FR82001;FR.LCSQA-INERIS.AQ;2;FR82001;Besancon M�gevand;BESAN�ON;FR82001;1992-02-01T00:00:00+01:00;;47.235973;6.023611;urn:ogc:def:crs:EPSG::4326;243;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR076A
STA-FR10031;STA-FR10031;FR.LCSQA-INERIS.AQ;1;FR10031;Boulogne Centre;BOULOGNE-SUR-MER;FR10031;2001-07-01T00:00:00+01:00;2016-03-10T00:00:00+01:00;50.71247;1.6081;urn:ogc:def:crs:EPSG::4326;5;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR05037;STA-FR05037;FR.LCSQA-INERIS.AQ;2;FR05037;Caucriauville;LE HAVRE;FR05037;1976-01-01T00:00:00+01:00;;49.503906;0.175731;urn:ogc:def:crs:EPSG::4326;70;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR25044;STA-FR25044;FR.LCSQA-INERIS.AQ;1;FR25044;Pt Couronne Piscine;PETIT-COURONNE;FR25044;2000-07-07T00:00:00+01:00;2013-12-28T00:00:00+01:00;49.389496;1.030703;urn:ogc:def:crs:EPSG::4326;38;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR03084;STA-FR03084;FR.LCSQA-INERIS.AQ;2;FR03084;LE PONTET;LE PONTET;FR03084;1998-08-25T00:00:00+01:00;;43.960144;4.856731;urn:ogc:def:crs:EPSG::4326;21;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR14853;STA-FR14853;FR.LCSQA-INERIS.AQ;1;FR14853;Vivier;VIVIER-AU-COURT;FR14853;2015-01-15T00:00:00+01:00;2016-01-01T00:00:00+01:00;49.73631;4.824764;urn:ogc:def:crs:EPSG::4326;193;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR04156;STA-FR04156;FR.LCSQA-INERIS.AQ;2;FR04156;BOBIGNY;BOBIGNY;FR04156;1995-05-19T00:00:00+01:00;;48.902504;2.4525;urn:ogc:def:crs:EPSG::4326;51;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR18042;STA-FR18042;FR.LCSQA-INERIS.AQ;3;FR18042;P. Roth St Quentin;SAINT-QUENTIN;FR18042;2004-02-03T00:00:00+01:00;;49.851334;3.284;urn:ogc:def:crs:EPSG::4326;95;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR14801;STA-FR14801;FR.LCSQA-INERIS.AQ;2;FR14801;M�taux BSN;REIMS;FR14801;2008-01-23T00:00:00+01:00;;49.233612;4.056939;urn:ogc:def:crs:EPSG::4326;90;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR09105;STA-FR09105;FR.LCSQA-INERIS.AQ;1;FR09105;Roumazi�res trafic;ROUMAZIERES-LOUBERT;FR09105;2012-12-20T00:00:00+01:00;2014-12-16T00:00:00+01:00;45.886185;0.581483;urn:ogc:def:crs:EPSG::4326;217;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR34043;STA-FR34043;FR.LCSQA-INERIS.AQ;3;FR34043;Oysonville;OYSONVILLE;FR34043;2001-07-21T00:00:00+01:00;;48.39114;1.955611;urn:ogc:def:crs:EPSG::4326;150;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR01066;STA-FR01066;FR.LCSQA-INERIS.AQ;2;FR01066;Fameck;FAMECK;FR01066;2013-01-07T00:00:00+01:00;2021-01-01T00:00:00+01:00;49.305088;6.101194;urn:ogc:def:crs:EPSG::4326;186;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR30037;STA-FR30037;FR.LCSQA-INERIS.AQ;2;FR30037;Nancy-Brabois 2;VILLERS-L�S-NANCY;FR30037;2010-01-01T00:00:00+01:00;;48.656944;6.136022;urn:ogc:def:crs:EPSG::4326;360;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR42010;STA-FR42010;FR.LCSQA-INERIS.AQ;1;FR42010;Strasbourg Neudorf Ecoquartier Danube;STRASBOURG;FR42010;2019-11-16T00:00:00+01:00;;48.572807;7.767833;urn:ogc:def:crs:EPSG::4326;135;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR16031;STA-FR16031;FR.LCSQA-INERIS.AQ;2;FR16031;Vosges du Nord;LA PETITE-PIERRE;FR16031;1991-01-01T00:00:00+01:00;;48.85731;7.314175;urn:ogc:def:crs:EPSG::4326;340;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR07020;STA-FR07020;FR.LCSQA-INERIS.AQ;2;FR07020;Busset;BUSSET;FR07020;2001-06-12T00:00:00+01:00;2018-12-30T00:00:00+01:00;46.06028;3.515139;urn:ogc:def:crs:EPSG::4326;495;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR03060;STA-FR03060;FR.LCSQA-INERIS.AQ;2;FR03060;LA SEYNE GENOUD;LA SEYNE-SUR-MER;FR03060;2009-08-01T00:00:00+01:00;2025-04-15T00:00:00+01:00;43.101566;5.875404;urn:ogc:def:crs:EPSG::4326;8;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR16052;STA-FR16052;FR.LCSQA-INERIS.AQ;2;FR16052;Thann;THANN;FR16052;1989-10-01T00:00:00+01:00;2024-07-16T00:00:00+01:00;47.810932;7.105553;urn:ogc:def:crs:EPSG::4326;343;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR04055;STA-FR04055;FR.LCSQA-INERIS.AQ;2;FR04055;PARIS 1er Les Halles;PARIS 1ER ARRONDISSEMENT;FR04055;2001-06-28T00:00:00+01:00;;48.86212;2.344616;urn:ogc:def:crs:EPSG::4326;35;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR28131;STA-FR28131;FR.LCSQA-INERIS.AQ;2;FR28131;Lens Stade J. Moulin;LENS;FR28131;2011-02-03T00:00:00+01:00;2017-08-04T00:00:00+01:00;50.4368;2.826683;urn:ogc:def:crs:EPSG::4326;47;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR14029;STA-FR14029;FR.LCSQA-INERIS.AQ;2;FR14029;Capitainerie;VITRY-LE-FRAN�OIS;FR14029;2013-06-13T00:00:00+01:00;2024-07-24T00:00:00+01:00;48.7266;4.594781;urn:ogc:def:crs:EPSG::4326;101;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR20034;STA-FR20034;FR.LCSQA-INERIS.AQ;2;FR20034;PIERRE BENITE;PIERRE-B�NITE;FR20034;1976-01-01T00:00:00+01:00;2019-03-14T00:00:00+01:00;45.69953;4.829694;urn:ogc:def:crs:EPSG::4326;180;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR15053;STA-FR15053;FR.LCSQA-INERIS.AQ;1;FR15053;Rocade Sud Eybens;EYBENS;FR15053;2020-12-21T00:00:00+01:00;;45.15467;5.74523;urn:ogc:def:crs:EPSG::4326;223;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR05087;STA-FR05087;FR.LCSQA-INERIS.AQ;3;FR05087;Maison Parc Brotonne;NOTRE-DAME-DE-BLIQUETUIT;FR05087;2009-01-19T00:00:00+01:00;;49.498417;0.758697;urn:ogc:def:crs:EPSG::4326;10;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR34029;STA-FR34029;FR.LCSQA-INERIS.AQ;2;FR34029;La_Source-CNRS;ORL�ANS;FR34029;2013-01-01T00:00:00+01:00;;47.83775;1.944667;urn:ogc:def:crs:EPSG::4326;109;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR24007;STA-FR24007;FR.LCSQA-INERIS.AQ;2;FR24007;ANTIBES JEAN MOULIN;ANTIBES;FR24007;1997-11-06T00:00:00+01:00;;43.598804;7.093153;urn:ogc:def:crs:EPSG::4326;81;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR33211;STA-FR33211;FR.LCSQA-INERIS.AQ;2;FR33211;ANNEMASSE;ANNEMASSE;FR33211;1998-05-07T00:00:00+01:00;;46.19583;6.240556;urn:ogc:def:crs:EPSG::4326;441;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR09003;STA-FR09003;FR.LCSQA-INERIS.AQ;3;FR09003;place de VERDUN;LA ROCHELLE;FR09003;1992-01-01T00:00:00+01:00;;46.162647;-1.153684;urn:ogc:def:crs:EPSG::4326;10;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR41003;STA-FR41003;FR.LCSQA-INERIS.AQ;2;FR41003;AJACCIO PIATANICCIA;SARROLA-CARCOPINO;FR41003;2006-12-02T00:00:00+01:00;2024-08-28T00:00:00+01:00;41.958027;8.820278;urn:ogc:def:crs:EPSG::4326;30;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR065A
STA-FR04029;STA-FR04029;FR.LCSQA-INERIS.AQ;2;FR04029;VERSAILLES;VERSAILLES;FR04029;1990-11-16T00:00:00+01:00;;48.799168;2.130556;urn:ogc:def:crs:EPSG::4326;125;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR16067;STA-FR16067;FR.LCSQA-INERIS.AQ;2;FR16067;Vieux Thann 3;VIEUX-THANN;FR16067;2013-06-02T00:00:00+01:00;;47.80221;7.122844;urn:ogc:def:crs:EPSG::4326;327;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR09104;STA-FR09104;FR.LCSQA-INERIS.AQ;1;FR09104;Angoul�me trafic;ANGOUL�ME;FR09104;2012-02-21T00:00:00+01:00;2013-03-05T00:00:00+01:00;45.64578;0.159472;urn:ogc:def:crs:EPSG::4326;60;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR02028;STA-FR02028;FR.LCSQA-INERIS.AQ;2;FR02028;Martigues Lavera;MARTIGUES;FR02028;2004-09-30T00:00:00+01:00;;43.386562;5.026868;urn:ogc:def:crs:EPSG::4326;49;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
